title,description,rating,year,tags,cover,mal_Title,Rank,Type,Volumes,Published,Members,page_url,image_url,Score
Rockman Zero,"Meet a poor, cowardly reploid named Zero, who's lost his memories! With the help of Lito-chan, Zero's new friend and sidekick, Zero goes on a journey to find them and recover his past. Of course, he needs to fight his new enemies some of the time-- but you have to get him to stop hiding behind Lito-chan first.",3.3,2003,"['Action', 'Sci Fi', 'Based on a Video Game']",https://cdn.anime-planet.com/manga/primary/rockman-zero-1-190x296.jpg?t=1625911380,Rockman Zero,17675,Manga,3,Apr 2003 - Dec 2005,525,https://myanimelist.net/manga/19439/Rockman_Zero,https://cdn.myanimelist.net/r/100x140/images/manga/3/220046.jpg?s=f2ad662076cb6d682a7fc59df6e1269c,5.65
Bocchiman,"A hikikomori gets texted 'help me' from an anonymous source. Feelings of heroism coax him to the outside world which and he finds has been badly damaged, with broken houses and bits of debris everywhere. He searches for survivors but all he finds are corpses and ghosts till he gets to his sister's body.The guy has esp so he converses with her ghost and she tags along in his attempt to find more survivors. Eventually they do find someone that casts a shadow, but they may not be as human as they seem.",3.3,2013,"['Action', 'Horror', 'Sci Fi', 'Shounen', 'Psychological', 'Supernatural']",https://cdn.anime-planet.com/manga/primary/bocchiman-1-190x269.jpg?t=1625913096,Bocchiman,17008,Manga,2,Dec 2013 - Oct 2014,1609,https://myanimelist.net/manga/64731/Bocchiman,https://cdn.myanimelist.net/r/100x140/images/manga/3/133273.jpg?s=981b4c29c42ee2b4a69b94617a883995,6.14
Hard na Choukyoushi,"Minori wanted to be an interior designer so she applied for a job at “Sunhouse Residence” company. During the welcoming karaoke party she took the initiative and sang a song that the director was good at. As a result she was transferred to the show house, which proved to be also the residence of one interesting guy. ",3.3,2007,"['Comedy', 'Drama', 'Josei', 'Romance', 'Collections']",https://cdn.anime-planet.com/manga/primary/hard-na-choukyoushi-1-190x298.jpg?t=1625908432,Hard na Choukyoushi,11923,Manga,1,Apr 2007 - Apr 2007,888,https://myanimelist.net/manga/14704/Hard_na_Choukyoushi,https://cdn.myanimelist.net/r/100x140/images/manga/1/21109.jpg?s=c2c02191fa23b98ad39dd93a1b0c9a77,6.75
Shiawase Ikura de Kaemasu ka?,"When she was young, her parents died in a car accident. Her only relative, her grandma, has also passed way. As such, Kiri is now alone and without support. On the day of her grandma?s funeral, an unknown young man named ""Shiina"" appeared before her. The truth was, her grandma had been funding this violinist...?",3.3,2005,"['Drama', 'Romance', 'Shoujo', 'School Life']",https://cdn.anime-planet.com/manga/primary/shiawase-ikura-de-kaemasu-ka-1-186x300.jpg?t=1625908715,Shiawase Ikura de Kaemasu ka?,6172,Manga,2,Jun 2005 - Oct 2005,1984,https://myanimelist.net/manga/2937/Shiawase_Ikura_de_Kaemasu_ka,https://cdn.myanimelist.net/r/100x140/images/manga/3/267507.jpg?s=6149179d898ac098ee580e9c5cbb5755,7.17
Chocolate BF,"Fifteen year-old Ichinose Fujiko works as receptionist in her family's bath house. Since her first love when she was 6 years old, she has not met any boy that makes her heart throb. Miyata-kun saves her little brother from being run over; is he her second love?!",3.3,2004,"['Drama', 'Romance', 'Shoujo', 'School Life']",https://cdn.anime-planet.com/manga/primary/chocolate-bf-1-187x300.jpg?t=1625909154,Chocolate BF,10817,Manga,1,Oct 2004 - Oct 2004,1310,https://myanimelist.net/manga/18905/Chocolate_BF,https://cdn.myanimelist.net/r/100x140/images/manga/2/28970.jpg?s=fdec59ff828c499033721733219e94ae,6.84
Watashi to Watashi,Includes the following chapters:,3.3,2009,"['Drama', 'Fantasy', 'Horror', 'Romance', 'Seinen', 'Slice of Life', 'Collections', 'NEET', 'School Life']",https://cdn.anime-planet.com/manga/primary/watashi-to-watashi-1-190x270.jpg?t=1625910478,Watashi to Watashi,10006,Manga,1,Mar 2009 - Sep 2017,3042,https://myanimelist.net/manga/107235/Watashi_to_Watashi,https://cdn.myanimelist.net/r/100x140/images/manga/3/206007.jpg?s=b91963e9b737e3c69b2fbd1441debf64,6.89
Ohisama no Hana,"High-school girl Nakayama Tomiko is in love with Tamaki's smile, which is ""just like the sun."" Tomiko is more than happy just to see him when he smiles like that. She used to think she'd even love the boy himself if she could be close to him or be his girlfriend, but?!",3.3,1998,"['Drama', 'Romance', 'Shoujo', 'Collections', 'School Life']",https://cdn.anime-planet.com/manga/primary/ohisama-no-hana-1-190x298.jpg?t=1625912415,Ohisama no Hana,10030,Manga,1,-,643,https://myanimelist.net/manga/1781/Ohisama_no_Hana,https://cdn.myanimelist.net/r/100x140/images/manga/3/1909.jpg?s=792918fec53a56ea1ff44a23c1058a0a,6.89
Datte Suki Nan Damon,"Moka is a girl looking for love, but first she has to find a boyfriend. While waiting for her younger brother to arrive from New York with their father, Moka wanders into the library and by chance meets Yoshi Masato as she’s looking for a book. She falls for him quickly and is determined to make him her boyfriend, but soon finds out that he might be a playboy. Determined to win him over, Moka sets forth to show her newfound crush that the girl he should be with is right in front of him.",3.3,2005,"['Comedy', 'Drama', 'Romance', 'Shoujo', 'America', 'School Life']",https://cdn.anime-planet.com/manga/primary/datte-suki-nan-damon-1-190x300.jpg?t=1625908135,Datte Suki Nan Damon,8467,Manga,2,Nov 2004 - Aug 2005,3717,https://myanimelist.net/manga/3583/Datte_Suki_Nan_Damon,https://cdn.myanimelist.net/r/100x140/images/manga/3/245824.jpg?s=2c1e81e16879c843b8552f4723a926c8,7.0
Luger Code 1951,"The story follows a young genius university professor who is able to learn any language. He is asked to decipher a code used in wireless communication: the Luger Code, developed by werewolves, enemies to mankind. Startled to find that he cannot decipher the code and desperate to study it, the professor embarks on a journey to capture a living werewolf to aid him.",3.3,2015,"['Action', 'Drama', 'Fantasy', 'Sci Fi', 'Shounen', 'Historical', 'Military', 'Non-Human Protagonists', 'Supernatural', 'Werewolves', 'Animal Abuse', 'Mature Themes', 'Physical Abuse', 'Violence', 'Adapted to Anime']",https://cdn.anime-planet.com/manga/primary/luger-code-1951-1-190x253.jpg?t=1625914447,Luger Code 1951,14410,Manga,?,Dec 2015 - Feb 2016,1173,https://myanimelist.net/manga/95521/Luger_Code_1951,https://cdn.myanimelist.net/r/100x140/images/manga/1/170557.jpg?s=133c557b8f488743714e1675131810db,6.54
Yuria 100 Shiki,"Yuria is a humanoid dutch wife (love doll), a female android designed with the sole purpose of being the sex slave of her master. But she has one flaw: she doesn't want to be a dutch wife. After escaping from her creator, she meets Kubo Shunsuke, who gives her a place to stay. Hilarity is bound to ensue as she battles her programming, which draws her towards him and pretty much any other man she comes across.",3.3,2006,"['Comedy', 'Ecchi', 'Seinen', 'Androids', 'Non-Human Protagonists', 'Robots']",https://cdn.anime-planet.com/manga/primary/yuria-100-shiki-1-190x272.jpg?t=1625909369,Yuria 100 Shiki,9432,Manga,12,Jul 2005 - Jan 2010,9109,https://myanimelist.net/manga/1143/Yuria_100_Shiki,https://cdn.myanimelist.net/r/100x140/images/manga/3/51335.jpg?s=b0a1be4f99815115599e50bf74c5ec14,6.93
Fukugaeru,"Thirty-four-year-old Sanzawa isn't a typical Japanese woman. She's unmarried even at her age, and is a frog otaku, collecting all types of frogs. She likes her job, but has few friends and believes more than anything that she'd be happier with a man to love. However, Sanzawa's ideas of happiness are put to the test when she buys a Fukugaeru, a frog spirit that calls upon good fortune...",3.3,2006,"['Fantasy', 'One Shot', 'Seinen', 'Slice of Life', 'Supernatural']",https://cdn.anime-planet.com/manga/primary/fukugaeru-1-190x265.jpg?t=1625908110,Fukugaeru,12345,One-shot,?,2006 - 2006,1226,https://myanimelist.net/manga/7427/Fukugaeru,https://cdn.myanimelist.net/r/100x140/images/manga/5/21068.jpg?s=a8ded71252843ad80aad0766197a1859,6.72
Porte Tricolore,"Rio, Noa and Rei Olmsted are brothers living on Olmsted Island who were raised as girls. They live in a world where only traps can use magic, and the brothers are about to start using it themselves.",3.3,2012,"['Fantasy', 'Seinen', 'Crossdressing', 'Island', 'Magic', 'School Life']",https://cdn.anime-planet.com/manga/primary/porte-tricolore-1-190x266.jpg?t=1625912810,Porte Tricolore,16694,Manga,?,Apr 2012 - Dec 2013,246,https://myanimelist.net/manga/45927/Porte_Tricolore,https://cdn.myanimelist.net/r/100x140/images/manga/2/81702.jpg?s=5b9d067232e0956ced6c3cba3f8ad573,6.23
Ecstas Online,"Kakeru Meguri is a second-year student at Minami Myojin Public High School who plays the character named Hellshaft in the VRMMORPG Exodia Exodus. One day a player suddenly appear in front of his eyes, which turn out to be his popular beauty classmate Ririko Asagiri. She believes that if they defeat the demon king they will be able to return to the real world, in fact Kakeru knows that if a player dies in the game, their consciousness will disappear in the real world. To save an important person, Kakeru possesses the most powerful awaken forbidden force, ""Adult Mode"".",3.3,2017,"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'Shounen', 'Cancelled', 'Demon King', 'Demons', 'Magic', 'MMORPG', 'Person in a Strange World', 'RPG', 'Trapped in a Video Game', 'Virtual Reality', 'Explicit Sex', 'Violence', 'Based on a Light Novel']",https://cdn.anime-planet.com/manga/primary/ecstas-online-1-190x269.jpg?t=1625916654,Ecstas Online,10485,Light-Novel,8,Sep 2016 - Dec 2019,735,https://myanimelist.net/manga/100310/Ecstas_Online,https://cdn.myanimelist.net/r/100x140/images/manga/3/181635.jpg?s=d82c52f683a78714b1ca29da9679f71b,6.86
Sand Land,"The King of Sand Land is very ruthless and greedy - only he has a source of water, and makes money off of the commoners by selling bottles of it at an exorbitant price. One day, Sheriff Rao enters the home of the demon Beelzebub and requests his help to find a new water supply, and the son of Satan accepts. Along with the crafty and wise demon Thief, Rao and Beelzebub set forth into the desert on a grand expedition, discovering along the way that humans and demons might not be so different...",3.3,2000,"['Adventure', 'Shounen', 'Supernatural']",https://cdn.anime-planet.com/manga/primary/sand-land-1-190x285.jpg?t=1625907679,Sand Land,8040,Manga,1,May 2000 - Aug 2000,8949,https://myanimelist.net/manga/724/Sand_Land,https://cdn.myanimelist.net/r/100x140/images/manga/2/253120.jpg?s=351e0a31e240caede1427741da3a3a1d,7.03
Girls Bravo,"Yukinari is blessed with an clinical fear of women, commonly known as gynophobia. In addition to his mental ailment, he has the misfortune of being short and weak, making it easy for women to overwhelm him further. Even when his childhood friend, Kirie, approaches him, he immediately breaks out in hives. Thus, life is very lonely for Yukinari, until suddenly in the strangest way possible, he is transported into another world, and into the arms of the beautiful shoujo, Miharu! This time, for the first time ever, he doesn't react. Could this be the start of something special?",3.3,2000,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'Shounen', 'Gynophobia', 'Person in a Strange World', 'School Life', 'Sudden Girlfriend Appearance', 'Nudity', 'Adapted to Anime']",https://cdn.anime-planet.com/manga/primary/girls-bravo-1-190x289.jpg?t=1625908521,Girls Bravo,13571,Manga,10,Oct 2000 - Mar 2005,5518,https://myanimelist.net/manga/325/Girls_Bravo,https://cdn.myanimelist.net/r/100x140/images/manga/1/54717.jpg?s=0c93a313ec79674fcdd294759d25020a,6.62
2001 + 5,Includes the following chapters:,3.3,2006,"['Action', 'Sci Fi', 'Seinen', 'Collections', 'Outer Space', 'Mature Themes', 'Suicide']",https://cdn.anime-planet.com/manga/primary/2001-5-1-190x272.jpg?t=1625913198,2001+5,13193,Manga,1,2006 - 2006,1419,https://myanimelist.net/manga/13602/2001_5,https://cdn.myanimelist.net/r/100x140/images/manga/5/131713.jpg?s=17ca8189b12b9637fe6fb9bbc944cd14,6.65
ReCollection,"A suspicious man who claims to be God hangs around amnesiac high school teacher Kanade Natsume. Even though ""God"" is a pest, the divine one says that he'll (He'll?) help Kanade get his memories back. What is it that Kanade has forgotten? Who is this ""God"", really? Their strange cohabitation begins so Kanade can reclaim his lost ""self"", dreams, love, past, and all! ",3.3,2013,"['Drama', 'Fantasy', 'Mystery', 'Seinen', 'Amnesia', 'Hiatus', 'School Life']",https://cdn.anime-planet.com/manga/primary/recollection-1-190x285.jpg?t=1625912968,ReCollection,2985,Manga,?,Oct 2013 -,2181,https://myanimelist.net/manga/51709/ReCollection,https://cdn.myanimelist.net/r/100x140/images/manga/2/169613.jpg?s=132847460c5702078e80b00d92235bfb,7.48
Maniattemasu!,"Homare is a lovely first year high school student who has been sold off to the Ichinokura family as payment for her parents' debt. Although there are only guys in the Ichinokura family, they are all clean and kind, and Homare works hard as a pretty maid, including washing their underwear and their backs!",3.3,2004,"['Comedy', 'Romance', 'Shoujo', 'Hiatus', 'School Life']",https://cdn.anime-planet.com/manga/primary/maniattemasu-1-190x271.jpg?t=1625908929,Maniattemasu!,11045,Manga,2,2003 - 2003,1669,https://myanimelist.net/manga/1089/Maniattemasu,https://cdn.myanimelist.net/r/100x140/images/manga/1/702.jpg?s=c2c487fa09ed7988cffc080dd8a3f645,6.82
Nightmare of Solomon,"Deals with events that occurred with the character Anavel Gato, during the One Year War. ",3.3,2003,"['Action', 'Mecha', 'One Shot', 'Sci Fi', 'Shounen']",https://cdn.anime-planet.com/manga/primary/nightmare-of-solomon-1-190x285.jpg?t=1625912839,Nightmare of Solomon,16448,One-shot,?,-,250,https://myanimelist.net/manga/9854/Nightmare_of_Solomon,https://cdn.myanimelist.net/r/100x140/images/manga/3/33676.jpg?s=058097266ce7d2746703e07097a45d6b,6.28
élDLIVE,"""Mumbling"" Chuta Kokonose doesn't have many friends. In fact, the only conversations he has anymore are with voices inside his head. Little does he know that this voice doesn't mean he's crazy. It just means he has an alien living inside his body!",3.3,2013,"['Action', 'Comedy', 'Sci Fi', 'Shounen', 'Aliens', 'Body Sharing', 'Police', 'Adapted to Anime']",https://cdn.anime-planet.com/manga/primary/eldlive-1-190x295.jpg?t=1625912961,ēlDLIVE,11738,Manga,11,Aug 2013 - Nov 2018,4822,https://myanimelist.net/manga/56945/ēlDLIVE,https://cdn.myanimelist.net/r/100x140/images/manga/1/173532.jpg?s=731f088fd1e52bb5f7739ca110dfc345,6.77
"Zantei, Koibito","They'd been drunk. Or more specifically, his boss (Sakamoto) had been drunk. So when Sakamoto jumped him, Kurahashi just went along with it. After all, it was just the alcohol...right? Wrong! At least, that's what his boss thinks...and said boss doesn't have a problem trying out a relationship with a colleague he thinks is in love with him. Unable to gainsay him, Kurahashi is dragged into a relationship he never asked for - and finds himself getting deeper than he ever imagined.",3.3,2008,"['BL', 'Comedy', 'Drama', 'Romance', 'Shounen-ai', 'Slice of Life', 'Adult Couples', 'Boss-Employee Relationship', 'Childhood Friends', 'Collections', 'Mature Romance']",https://cdn.anime-planet.com/manga/primary/zantei-koibito-1-190x276.jpg?t=1625909667,"Zantei, Koibito",8562,Manga,1,- Aug 2008,1615,https://myanimelist.net/manga/18030/Zantei_Koibito,https://cdn.myanimelist.net/r/100x140/images/manga/1/27565.jpg?s=f3a8179f38c5ad465eb5fec0e1fe0cf5,7.0
